state,district,pincode,pincode_total,district_avg,state_avg
Gujarat,Sabarkantha,383250,22,1.4666666666666666,1.4666666666666666
Gujarat,Sabarkantha,383251,46,2.1904761904761907,2.1904761904761907
Gujarat,Sabarkantha,383255,211,8.115384615384615,8.115384615384615
Gujarat,Sabarkantha,383270,407,13.129032258064516,13.129032258064516
Gujarat,Sabarkantha,383275,10,1.25,1.25
Gujarat,Sabarkantha,383276,19,1.4615384615384615,1.4615384615384615
Gujarat,Sabarkantha,383305,46,2.1904761904761907,2.1904761904761907
Gujarat,Sabarkantha,383307,10,1.25,1.25
Gujarat,Sabarkantha,383310,23,1.5333333333333334,1.5333333333333334
Gujarat,Sabarkantha,383315,49,2.0416666666666665,2.0416666666666665
Gujarat,Sabarkantha,383316,10,1.4285714285714286,1.4285714285714286
Gujarat,Sabarkantha,383317,13,1.3,1.3
Gujarat,Sabarkantha,383320,7,1.0,1.0
Gujarat,Sabarkantha,383325,27,1.8,1.8
Gujarat,Sabarkantha,383330,9,1.5,1.5
Gujarat,Sabarkantha,383335,24,1.8461538461538463,1.8461538461538463
Gujarat,Sabarkantha,383340,13,1.3,1.3
Gujarat,Sabarkantha,383345,57,2.85,2.85
Gujarat,Sabarkantha,383350,122,4.066666666666666,4.066666666666666
Gujarat,Sabarkantha,383355,29,1.7058823529411764,1.7058823529411764
Gujarat,Sabarkantha,383410,39,1.6956521739130435,1.6956521739130435
Gujarat,Sabarkantha,383421,14,1.2727272727272727,1.2727272727272727
Gujarat,Sabarkantha,383422,374,12.89655172413793,12.89655172413793
Gujarat,Sabarkantha,383430,83,3.074074074074074,3.074074074074074
Gujarat,Sabarkantha,383434,39,2.1666666666666665,2.1666666666666665
Gujarat,Sabarkantha,383440,26,1.625,1.625
Gujarat,Sabarkantha,383450,38,2.235294117647059,2.235294117647059
Gujarat,Sabarkantha,383460,47,2.1363636363636362,2.1363636363636362
Gujarat,Sabarkantha,383462,38,1.9,1.9
Gujarat,Surat,394101,176,5.176470588235294,5.176470588235294
Gujarat,Surat,394105,48,1.8461538461538463,1.8461538461538463
Gujarat,Surat,394107,538,14.944444444444445,14.944444444444445
Gujarat,Surat,394110,99,3.413793103448276,3.413793103448276
Gujarat,Surat,394111,2,1.0,1.0
Gujarat,Surat,394120,45,1.9565217391304348,1.9565217391304348
Gujarat,Surat,394125,3,1.0,1.0
Gujarat,Surat,394130,77,2.9615384615384617,2.9615384615384617
Gujarat,Surat,394140,7,1.1666666666666667,1.1666666666666667
Gujarat,Surat,394150,61,2.3461538461538463,2.3461538461538463
Gujarat,Surat,394155,4,1.0,1.0
Gujarat,Surat,394160,36,1.8,1.8
Gujarat,Surat,394163,21,1.5,1.5
Gujarat,Surat,394170,16,1.4545454545454546,1.4545454545454546
Gujarat,Surat,394180,208,6.5,6.5
Gujarat,Surat,394185,65,2.6,2.6
Gujarat,Surat,394190,56,2.0,2.0
Gujarat,Surat,394210,3430,81.66666666666667,81.66666666666667
Gujarat,Surat,394220,10,1.4285714285714286,1.4285714285714286
Gujarat,Surat,394221,181,5.171428571428572,5.171428571428572
Gujarat,Surat,394230,278,8.96774193548387,8.96774193548387
Gujarat,Surat,394235,10,1.25,1.25
Gujarat,Surat,394240,18,1.8,1.8
Gujarat,Surat,394245,26,2.0,2.0
Gujarat,Surat,394246,7,1.0,1.0
Gujarat,Surat,394248,25,1.7857142857142858,1.7857142857142858
Gujarat,Surat,394250,25,2.0833333333333335,2.0833333333333335
Gujarat,Surat,394270,4,1.0,1.0
Gujarat,Surat,394305,97,3.4642857142857144,3.4642857142857144
Gujarat,Surat,394310,60,2.0,2.0
Gujarat,Surat,394315,34,1.8888888888888888,1.8888888888888888
Gujarat,Surat,394317,5,1.0,1.0
Gujarat,Surat,394320,10,1.4285714285714286,1.4285714285714286
Gujarat,Surat,394325,22,1.375,1.375
Gujarat,Surat,394326,27,1.588235294117647,1.588235294117647
Gujarat,Surat,394327,100,3.3333333333333335,3.3333333333333335
Gujarat,Surat,394330,6,1.0,1.0
Gujarat,Surat,394335,24,1.3333333333333333,1.3333333333333333
Gujarat,Surat,394340,27,1.5,1.5
Gujarat,Surat,394345,7,1.1666666666666667,1.1666666666666667
Gujarat,Surat,394350,25,1.4705882352941178,1.4705882352941178
Gujarat,Surat,394352,2,1.0,1.0
Gujarat,Surat,394355,28,1.8666666666666667,1.8666666666666667
Gujarat,Surat,394360,4,1.0,1.0
Gujarat,Surat,394370,1,1.0,1.0
Gujarat,Surat,394375,6,1.0,1.0
Gujarat,Surat,394380,2,1.0,1.0
Gujarat,Surat,394405,18,1.3846153846153846,1.3846153846153846
Gujarat,Surat,394410,13,1.4444444444444444,1.4444444444444444
Gujarat,Surat,394421,6,1.0,1.0
Gujarat,Surat,394430,19,1.2666666666666666,1.2666666666666666
Gujarat,Surat,394440,62,2.48,2.48
Gujarat,Surat,394445,57,2.590909090909091,2.590909090909091
Gujarat,Surat,394510,64,2.3703703703703702,2.3703703703703702
Gujarat,Surat,394515,3,1.0,1.0
Gujarat,Surat,394517,2,1.0,1.0
Gujarat,Surat,394518,5,1.0,1.0
Gujarat,Surat,394520,117,4.875,4.875
Gujarat,Surat,394530,7,1.1666666666666667,1.1666666666666667
Gujarat,Surat,394540,51,1.8888888888888888,1.8888888888888888
Gujarat,Surat,394550,8,1.1428571428571428,1.1428571428571428
Gujarat,Surat,394601,114,3.4545454545454546,3.4545454545454546
Gujarat,Surat,394620,8,1.3333333333333333,1.3333333333333333
Gujarat,Surat,394633,1,1.0,1.0
Gujarat,Surat,394635,1,1.0,1.0
Gujarat,Surat,394650,11,1.1,1.1
Gujarat,Surat,394651,3,1.0,1.0
Gujarat,Surat,394655,4,1.3333333333333333,1.3333333333333333
Gujarat,Surat,394716,1,1.0,1.0
Gujarat,Surat,394730,2,2.0,2.0
Gujarat,Surat,395001,204,6.0,6.0
Gujarat,Surat,395002,145,4.393939393939394,4.393939393939394
Gujarat,Surat,395003,793,21.43243243243243,21.43243243243243
Gujarat,Surat,395004,1802,47.421052631578945,47.421052631578945
Gujarat,Surat,395005,345,9.857142857142858,9.857142857142858
Gujarat,Surat,395006,2610,60.69767441860465,60.69767441860465
Gujarat,Surat,395007,824,20.097560975609756,20.097560975609756
Gujarat,Surat,395008,108,4.0,4.0
Gujarat,Surat,395009,545,13.625,13.625
Gujarat,Surat,395010,2995,74.875,74.875
Gujarat,Surat,395013,3,1.0,1.0
Gujarat,Surat,395017,94,3.032258064516129,3.032258064516129
Gujarat,Surat,395023,103,3.9615384615384617,3.9615384615384617
Gujarat,Surat,395620,2,2.0,2.0
Gujarat,Surat,396466,4,1.0,1.0
Gujarat,Surat,396510,13,1.3,1.3
Gujarat,Surendra Nagar,360055,3,1.0,1.0
Gujarat,Surendra Nagar,363001,116,3.8666666666666667,3.8666666666666667
Gujarat,Surendra Nagar,363002,18,1.2857142857142858,1.2857142857142858
Gujarat,Surendra Nagar,363020,73,2.5172413793103448,2.5172413793103448
Gujarat,Surendra Nagar,363030,127,4.096774193548387,4.096774193548387
Gujarat,Surendra Nagar,363035,17,1.5454545454545454,1.5454545454545454
Gujarat,Surendra Nagar,363040,68,2.8333333333333335,2.8333333333333335
Gujarat,Surendra Nagar,363110,15,1.1538461538461537,1.1538461538461537
Gujarat,Surendra Nagar,363115,62,2.8181818181818183,2.8181818181818183
Gujarat,Surendra Nagar,363310,611,19.09375,19.09375
Gujarat,Surendra Nagar,363320,26,1.4444444444444444,1.4444444444444444
Gujarat,Surendra Nagar,363330,65,2.9545454545454546,2.9545454545454546
Gujarat,Surendra Nagar,363351,11,1.8333333333333333,1.8333333333333333
Gujarat,Surendra Nagar,363410,136,4.533333333333333,4.533333333333333
Gujarat,Surendra Nagar,363415,61,2.772727272727273,2.772727272727273
Gujarat,Surendra Nagar,363421,141,5.035714285714286,5.035714285714286
Gujarat,Surendra Nagar,363423,36,2.0,2.0
Gujarat,Surendra Nagar,363425,16,1.2307692307692308,1.2307692307692308
Gujarat,Surendra Nagar,363427,192,6.0,6.0
Gujarat,Surendra Nagar,363430,51,2.3181818181818183,2.3181818181818183
Gujarat,Surendra Nagar,363435,20,1.8181818181818181,1.8181818181818181
Gujarat,Surendra Nagar,363440,251,8.655172413793103,8.655172413793103
Gujarat,Surendra Nagar,363510,86,3.0714285714285716,3.0714285714285716
Gujarat,Surendra Nagar,363520,733,22.21212121212121,22.21212121212121
Gujarat,Surendra Nagar,363530,280,9.333333333333334,9.333333333333334
Gujarat,Surendra Nagar,363610,5,1.25,1.25
Gujarat,Surendra Nagar,382130,10,1.6666666666666667,1.6666666666666667
Gujarat,Surendra Nagar,382245,1,1.0,1.0
Gujarat,Surendra Nagar,382745,72,3.0,3.0
Gujarat,Surendra Nagar,382750,281,10.807692307692308,10.807692307692308
Gujarat,Surendra Nagar,382755,60,2.857142857142857,2.857142857142857
Gujarat,Surendra Nagar,382760,39,2.1666666666666665,2.1666666666666665
Gujarat,Surendra Nagar,382765,80,2.962962962962963,2.962962962962963
Gujarat,Surendra Nagar,382775,334,11.928571428571429,11.928571428571429
Gujarat,Surendra Nagar,382780,127,6.35,6.35
Gujarat,Surendranagar,363001,8,1.1428571428571428,1.1428571428571428
Gujarat,Surendranagar,363020,3,1.5,1.5
Gujarat,Surendranagar,363030,228,20.727272727272727,20.727272727272727
Gujarat,Surendranagar,363040,1,1.0,1.0
Gujarat,Surendranagar,363310,701,140.2,140.2
Gujarat,Surendranagar,363320,8,1.0,1.0
Gujarat,Surendranagar,363410,1,1.0,1.0
Gujarat,Surendranagar,363421,12,1.3333333333333333,1.3333333333333333
Gujarat,Surendranagar,363510,5,1.25,1.25
Gujarat,Surendranagar,363530,399,399.0,399.0
Gujarat,Surendranagar,382130,1,1.0,1.0
Gujarat,Surendranagar,382755,2,1.0,1.0
Gujarat,Surendranagar,382780,1,1.0,1.0
Gujarat,Tapi,393050,33,1.65,1.65
Gujarat,Tapi,394246,4,1.0,1.0
Gujarat,Tapi,394250,3,1.0,1.0
Gujarat,Tapi,394340,14,1.0769230769230769,1.0769230769230769
Gujarat,Tapi,394360,11,1.2222222222222223,1.2222222222222223
Gujarat,Tapi,394365,78,3.0,3.0
Gujarat,Tapi,394370,206,7.103448275862069,7.103448275862069
Gujarat,Tapi,394375,122,4.066666666666666,4.066666666666666
Gujarat,Tapi,394380,220,8.148148148148149,8.148148148148149
Gujarat,Tapi,394620,2,1.0,1.0
Gujarat,Tapi,394630,46,1.7692307692307692,1.7692307692307692
Gujarat,Tapi,394633,21,1.4,1.4
Gujarat,Tapi,394635,60,2.608695652173913,2.608695652173913
Gujarat,Tapi,394640,36,1.894736842105263,1.894736842105263
Gujarat,Tapi,394641,9,1.2857142857142858,1.2857142857142858
Gujarat,Tapi,394650,103,3.5517241379310347,3.5517241379310347
Gujarat,Tapi,394651,47,2.473684210526316,2.473684210526316
Gujarat,Tapi,394655,68,2.9565217391304346,2.9565217391304346
Gujarat,Tapi,394660,7,1.1666666666666667,1.1666666666666667
Gujarat,Tapi,394670,133,4.290322580645161,4.290322580645161
Gujarat,Tapi,394680,57,3.1666666666666665,3.1666666666666665
Gujarat,Tapi,394690,27,1.6875,1.6875
Gujarat,Tapi,394716,11,1.2222222222222223,1.2222222222222223
Gujarat,Tapi,394730,2,1.0,1.0
Gujarat,Tapi,395620,1,1.0,1.0
Gujarat,The Dangs,394710,364,11.375,11.375
Gujarat,The Dangs,394715,45,2.142857142857143,2.142857142857143
Gujarat,The Dangs,394716,474,14.363636363636363,14.363636363636363
Gujarat,The Dangs,394720,7,1.4,1.4
Gujarat,The Dangs,394730,48,2.1818181818181817,2.1818181818181817
Gujarat,Vadodara,388710,3,1.0,1.0
Gujarat,Vadodara,390001,217,7.233333333333333,7.233333333333333
Gujarat,Vadodara,390002,132,4.551724137931035,4.551724137931035
Gujarat,Vadodara,390003,3,1.0,1.0
Gujarat,Vadodara,390004,60,2.3076923076923075,2.3076923076923075
Gujarat,Vadodara,390006,109,3.892857142857143,3.892857142857143
Gujarat,Vadodara,390007,68,2.3448275862068964,2.3448275862068964
Gujarat,Vadodara,390008,23,1.4375,1.4375
Gujarat,Vadodara,390009,145,5.37037037037037,5.37037037037037
Gujarat,Vadodara,390010,53,2.3043478260869565,2.3043478260869565
Gujarat,Vadodara,390011,174,4.833333333333333,4.833333333333333
Gujarat,Vadodara,390012,175,5.147058823529412,5.147058823529412
Gujarat,Vadodara,390013,44,1.8333333333333333,1.8333333333333333
Gujarat,Vadodara,390014,38,1.6521739130434783,1.6521739130434783
Gujarat,Vadodara,390016,82,2.8275862068965516,2.8275862068965516
Gujarat,Vadodara,390017,55,2.037037037037037,2.037037037037037
Gujarat,Vadodara,390018,73,2.7037037037037037,2.7037037037037037
Gujarat,Vadodara,390019,1750,39.77272727272727,39.77272727272727
Gujarat,Vadodara,390020,136,5.666666666666667,5.666666666666667
Gujarat,Vadodara,390021,90,2.903225806451613,2.903225806451613
Gujarat,Vadodara,390022,205,6.612903225806452,6.612903225806452
Gujarat,Vadodara,390023,36,1.6363636363636365,1.6363636363636365
Gujarat,Vadodara,390024,55,2.1153846153846154,2.1153846153846154
Gujarat,Vadodara,390025,54,1.9285714285714286,1.9285714285714286
Gujarat,Vadodara,391101,24,1.6,1.6
Gujarat,Vadodara,391105,17,1.5454545454545454,1.5454545454545454
Gujarat,Vadodara,391107,37,1.5416666666666667,1.5416666666666667
Gujarat,Vadodara,391110,114,3.8,3.8
Gujarat,Vadodara,391115,20,1.4285714285714286,1.4285714285714286
Gujarat,Vadodara,391120,4,1.0,1.0
Gujarat,Vadodara,391125,12,2.0,2.0
Gujarat,Vadodara,391130,3,1.0,1.0
Gujarat,Vadodara,391135,20,1.8181818181818181,1.8181818181818181
Gujarat,Vadodara,391140,8,1.1428571428571428,1.1428571428571428
Gujarat,Vadodara,391145,18,2.0,2.0
Gujarat,Vadodara,391150,22,1.375,1.375
Gujarat,Vadodara,391152,11,1.2222222222222223,1.2222222222222223
Gujarat,Vadodara,391155,14,1.5555555555555556,1.5555555555555556
Gujarat,Vadodara,391156,3,1.0,1.0
Gujarat,Vadodara,391160,62,2.6956521739130435,2.6956521739130435
Gujarat,Vadodara,391165,119,4.25,4.25
Gujarat,Vadodara,391168,30,1.6666666666666667,1.6666666666666667
Gujarat,Vadodara,391170,67,2.4814814814814814,2.4814814814814814
Gujarat,Vadodara,391175,16,1.7777777777777777,1.7777777777777777
Gujarat,Vadodara,391210,28,1.5555555555555556,1.5555555555555556
Gujarat,Vadodara,391220,21,1.3125,1.3125
Gujarat,Vadodara,391240,229,7.15625,7.15625
Gujarat,Vadodara,391243,23,1.9166666666666667,1.9166666666666667
Gujarat,Vadodara,391244,34,2.0,2.0
Gujarat,Vadodara,391250,25,1.3157894736842106,1.3157894736842106
Gujarat,Vadodara,391310,19,1.4615384615384615,1.4615384615384615
Gujarat,Vadodara,391320,3,1.0,1.0
Gujarat,Vadodara,391330,118,4.37037037037037,4.37037037037037
Gujarat,Vadodara,391340,29,1.6111111111111112,1.6111111111111112
Gujarat,Vadodara,391345,1,1.0,1.0
Gujarat,Vadodara,391346,3,1.0,1.0
Gujarat,Vadodara,391350,17,1.3076923076923077,1.3076923076923077
Gujarat,Vadodara,391410,172,5.375,5.375
Gujarat,Vadodara,391421,22,1.375,1.375
Gujarat,Vadodara,391430,34,2.0,2.0
Gujarat,Vadodara,391440,659,18.82857142857143,18.82857142857143
Gujarat,Vadodara,391445,67,2.68,2.68
Gujarat,Vadodara,391450,26,1.368421052631579,1.368421052631579
Gujarat,Vadodara,391510,57,2.111111111111111,2.111111111111111
Gujarat,Vadodara,391520,33,1.736842105263158,1.736842105263158
Gujarat,Vadodara,391530,33,1.8333333333333333,1.8333333333333333
Gujarat,Vadodara,391740,45,1.875,1.875
Gujarat,Vadodara,391745,25,1.7857142857142858,1.7857142857142858
Gujarat,Vadodara,391760,124,4.275862068965517,4.275862068965517
Gujarat,Vadodara,391761,51,2.125,2.125
Gujarat,Vadodara,391770,357,11.516129032258064,11.516129032258064
Gujarat,Vadodara,391774,59,2.185185185185185,2.185185185185185
Gujarat,Vadodara,391775,141,4.862068965517241,4.862068965517241
Gujarat,Vadodara,391780,40,2.0,2.0
Gujarat,Vadodara,392130,2,1.0,1.0
Gujarat,Vadodara,392220,15,1.6666666666666667,1.6666666666666667
Gujarat,Vadodara,392310,14,1.2727272727272727,1.2727272727272727
Gujarat,Vadodara,393105,9,1.125,1.125
Gujarat,Valsad,396001,308,9.333333333333334,9.333333333333334
Gujarat,Valsad,396002,9,1.125,1.125
Gujarat,Valsad,396007,35,1.4583333333333333,1.4583333333333333
Gujarat,Valsad,396020,45,2.25,2.25
Gujarat,Valsad,396030,11,1.2222222222222223,1.2222222222222223
Gujarat,Valsad,396035,2,1.0,1.0
Gujarat,Valsad,396045,31,1.631578947368421,1.631578947368421
Gujarat,Valsad,396050,199,6.03030303030303,6.03030303030303
Gujarat,Valsad,396051,190,6.785714285714286,6.785714285714286
Gujarat,Valsad,396055,29,1.6111111111111112,1.6111111111111112
Gujarat,Valsad,396065,2320,61.05263157894737,61.05263157894737
Gujarat,Valsad,396105,58,2.32,2.32
Gujarat,Valsad,396115,2,1.0,1.0
Gujarat,Valsad,396120,12,1.7142857142857142,1.7142857142857142
Gujarat,Valsad,396125,61,2.259259259259259,2.259259259259259
Gujarat,Valsad,396126,53,2.0384615384615383,2.0384615384615383
Gujarat,Valsad,396130,26,2.888888888888889,2.888888888888889
Gujarat,Valsad,396135,9,1.5,1.5
Gujarat,Valsad,396140,9,1.5,1.5
Gujarat,Valsad,396145,48,3.0,3.0
Gujarat,Valsad,396150,22,1.6923076923076923,1.6923076923076923
Gujarat,Valsad,396155,66,2.869565217391304,2.869565217391304
Gujarat,Valsad,396165,16,1.3333333333333333,1.3333333333333333
Gujarat,Valsad,396170,92,3.8333333333333335,3.8333333333333335
Gujarat,Valsad,396171,3,1.0,1.0
Gujarat,Valsad,396180,7,1.1666666666666667,1.1666666666666667
Gujarat,Valsad,396185,34,1.8888888888888888,1.8888888888888888
Gujarat,Valsad,396191,508,12.7,12.7
Gujarat,Valsad,396193,54,2.347826086956522,2.347826086956522
Gujarat,Valsad,396195,56,2.1538461538461537,2.1538461538461537
Gujarat,Valsad,396215,2,1.0,1.0
Gujarat,Valsad,396230,40,2.1052631578947367,2.1052631578947367
Gujarat,Valsad,396235,13,1.3,1.3
Gujarat,Valsad,396240,45,3.4615384615384617,3.4615384615384617
Gujarat,Valsad,396375,24,1.263157894736842,1.263157894736842
Gujarat,Valsad,396385,13,1.3,1.3
Haryana,Ambala,133001,150,5.357142857142857,5.357142857142857
Haryana,Ambala,133004,44,2.0952380952380953,2.0952380952380953
Haryana,Ambala,133005,34,1.8888888888888888,1.8888888888888888
Haryana,Ambala,133006,7,1.0,1.0
Haryana,Ambala,133021,6,1.2,1.2
Haryana,Ambala,133101,19,1.3571428571428572,1.3571428571428572
Haryana,Ambala,133102,25,1.4705882352941178,1.4705882352941178
Haryana,Ambala,133104,46,2.4210526315789473,2.4210526315789473
Haryana,Ambala,133201,56,2.4347826086956523,2.4347826086956523
Haryana,Ambala,133202,21,1.5,1.5
Haryana,Ambala,133203,23,1.6428571428571428,1.6428571428571428
Haryana,Ambala,133205,33,1.9411764705882353,1.9411764705882353
Haryana,Ambala,133206,5,1.25,1.25
Haryana,Ambala,134003,576,17.454545454545453,17.454545454545453
Haryana,Ambala,134007,28,1.6470588235294117,1.6470588235294117
Haryana,Ambala,134011,9,1.125,1.125
Haryana,Ambala,134118,5,1.0,1.0
Haryana,Ambala,134201,31,1.9375,1.9375
Haryana,Ambala,134202,93,3.4444444444444446,3.4444444444444446
Haryana,Ambala,134203,135,4.21875,4.21875
Haryana,Bhiwani,127021,275,8.088235294117647,8.088235294117647
Haryana,Bhiwani,127022,14,1.1666666666666667,1.1666666666666667
Haryana,Bhiwani,127025,7,1.1666666666666667,1.1666666666666667
Haryana,Bhiwani,127026,10,1.25,1.25
Haryana,Bhiwani,127027,42,2.210526315789474,2.210526315789474
Haryana,Bhiwani,127028,65,2.5,2.5
Haryana,Bhiwani,127029,37,2.176470588235294,2.176470588235294
Haryana,Bhiwani,127030,43,1.8695652173913044,1.8695652173913044
Haryana,Bhiwani,127031,47,1.9583333333333333,1.9583333333333333
Haryana,Bhiwani,127032,107,3.566666666666667,3.566666666666667
Haryana,Bhiwani,127035,51,2.217391304347826,2.217391304347826
Haryana,Bhiwani,127040,154,4.8125,4.8125
Haryana,Bhiwani,127041,41,2.1578947368421053,2.1578947368421053
Haryana,Bhiwani,127042,8,1.3333333333333333,1.3333333333333333
Haryana,Bhiwani,127043,48,2.0,2.0
Haryana,Bhiwani,127045,24,1.5,1.5
Haryana,Bhiwani,127046,99,3.193548387096774,3.193548387096774
Haryana,Bhiwani,127110,4,1.3333333333333333,1.3333333333333333
Haryana,Bhiwani,127111,31,1.8235294117647058,1.8235294117647058
Haryana,Bhiwani,127114,43,1.5925925925925926,1.5925925925925926
Haryana,Bhiwani,127201,115,3.9655172413793105,3.9655172413793105
Haryana,Bhiwani,127306,62,2.066666666666667,2.066666666666667
Haryana,Bhiwani,127307,9,1.125,1.125
Haryana,Bhiwani,127308,10,1.25,1.25
Haryana,Bhiwani,127309,48,1.8461538461538463,1.8461538461538463
Haryana,Bhiwani,127310,16,1.2307692307692308,1.2307692307692308
Haryana,Charkhi Dadri,127022,22,1.5714285714285714,1.5714285714285714
Haryana,Charkhi Dadri,127025,14,1.5555555555555556,1.5555555555555556
Haryana,Charkhi Dadri,127026,42,1.75,1.75
Haryana,Charkhi Dadri,127030,13,1.1818181818181819,1.1818181818181819
Haryana,Charkhi Dadri,127042,21,2.1,2.1
Haryana,Charkhi Dadri,127306,87,2.71875,2.71875
Haryana,Charkhi Dadri,127307,24,1.5,1.5
Haryana,Charkhi Dadri,127308,40,1.8181818181818181,1.8181818181818181
Haryana,Charkhi Dadri,127309,8,1.1428571428571428,1.1428571428571428
Haryana,Charkhi Dadri,127310,45,1.875,1.875
Haryana,Charkhi Dadri,127311,4,1.0,1.0
Haryana,Charkhi Dadri,127312,19,1.4615384615384615,1.4615384615384615
Haryana,Faridabad,121001,2408,58.73170731707317,58.73170731707317
Haryana,Faridabad,121002,987,24.675,24.675
Haryana,Faridabad,121003,1298,32.45,32.45
Haryana,Faridabad,121004,6623,147.17777777777778,147.17777777777778
Haryana,Faridabad,121005,317,8.567567567567568,8.567567567567568
Haryana,Faridabad,121006,89,2.870967741935484,2.870967741935484
Haryana,Faridabad,121007,34,1.619047619047619,1.619047619047619
Haryana,Faridabad,121008,30,1.5,1.5
Haryana,Faridabad,121009,57,2.0357142857142856,2.0357142857142856
Haryana,Faridabad,121010,52,1.9259259259259258,1.9259259259259258
Haryana,Faridabad,121012,3,1.0,1.0
Haryana,Faridabad,121013,71,2.3666666666666667,2.3666666666666667
Haryana,Faridabad,121101,134,4.1875,4.1875
Haryana,Faridabad,121102,13,1.4444444444444444,1.4444444444444444
Haryana,Faridabad,121103,1,1.0,1.0
Haryana,Faridabad,121106,2,1.0,1.0
Haryana,Fatehabad,125047,15,1.25,1.25
Haryana,Fatehabad,125048,43,2.0476190476190474,2.0476190476190474
Haryana,Fatehabad,125050,215,6.71875,6.71875
Haryana,Fatehabad,125051,170,5.862068965517241,5.862068965517241
Haryana,Fatehabad,125052,3,1.0,1.0
Haryana,Fatehabad,125053,92,3.1724137931034484,3.1724137931034484
Haryana,Fatehabad,125106,60,2.608695652173913,2.608695652173913
Haryana,Fatehabad,125111,85,3.5416666666666665,3.5416666666666665
Haryana,Fatehabad,125112,22,1.2941176470588236,1.2941176470588236
Haryana,Fatehabad,125113,13,1.1818181818181819,1.1818181818181819
Haryana,Fatehabad,125120,184,5.935483870967742,5.935483870967742
Haryana,Fatehabad,125133,48,2.0,2.0
Haryana,Gurgaon,122001,2006,50.15,50.15
Haryana,Gurgaon,122002,227,6.878787878787879,6.878787878787879
Haryana,Gurgaon,122003,94,2.764705882352941,2.764705882352941
Haryana,Gurgaon,122004,140,4.0,4.0
Haryana,Gurgaon,122005,6,1.5,1.5
Haryana,Gurgaon,122006,65,2.3214285714285716,2.3214285714285716
Haryana,Gurgaon,122008,2,1.0,1.0
Haryana,Gurgaon,122009,23,1.3529411764705883,1.3529411764705883
Haryana,Gurgaon,122010,6,1.5,1.5
Haryana,Gurgaon,122011,29,1.6111111111111112,1.6111111111111112
Haryana,Gurgaon,122015,23,1.2777777777777777,1.2777777777777777
Haryana,Gurgaon,122016,19,1.5833333333333333,1.5833333333333333
